,Serie,Titulo,Temporada,Número,Clasificacion,Sinopsis,Genero
302,Power,Power: Hay un soplón entre nosotros,Temporada 5,9,SAM16,"Cuando por fin Angela logra arrestar a Alicia Jiménez y consigue una victoria como jefa de la división criminal, descubre los planes que hay para acabar con su carrera. El Fantasma le pide a Tommy que mate al soplón, lo cual lo pone en peligro a él mismo cambiando sus vidas para siempre. Tariq acepta todas las consecuencias de sus decisiones.",Drama
303,Power,Power: Cuando esto acabe,Temporada 5,10,SAM16,"Cuando el caso RICO se viene abajo, Angela rompe filas para formar su propio equipo-A con los aliados menos esperados. LaKeisha toma una posición personal mientras que el Fantasma, Tommy, Tasha y Angela tratan de ganarle al tiempo para demostrar su inocencia… pero, ¿con qué fin?",Drama
304,Power,Power: Homicidas,Temporada 6,1,SAM16,"James ""el Fantasma"" St. Patrick busca venganza por los sueños y el símbolo de la redención que perdió por la mala voluntad de su ex compañero de drogas y hermano Tommy Egan. Tasha promete vengarse del Fantasma por el asesinato de Terry Silver. Tariq y Tommy tienen un momento para llorar a un viejo amigo, Kanan Stark. La oficina de la fiscalía está bajo un nuevo liderazgo.",Drama
305,Power,Power: ¿De qué lado estás?,Temporada 6,2,SAM16,Tommy se oculta después de que su mustang balaceado. Recluta a LaKeisha para ayudarlo con su negocio. Hay tensión entre el Fantasma y Jason. Tasha confronta al Fantasma por lo de Silver.,Drama
306,Power,Power: Olvídate de Dre,Temporada 6,3,SAM16,"Después de ayudar a Ángela en el arresto de Alicia Jiménez, Dre permanece bajo la custodia del Gobierno Federal. Jason le ordena a Tommy y al Fantasma que rapten a Alicia Jiménez. Tommy le enseña a LaKeisha el negocio de las drogas. El nuevo negocio de Tariq comienza a prosperar. Tasha tiene un plan de negocios propio. Los federales le aumentan la presión a Dre.",Drama
307,Power,Power: ¿Por qué sigue vivo Tommy?,Temporada 6,4,SAM16,Tasha enciende una flama. El Fantasma intenta matar a Tommy. Tariq se ilusiona con los italianos y Dre forma una alianza inusual. Proctor trama un plan para obtener la custodia de su hija.,Drama
308,Power,Power: Gambito de rey,Temporada 6,5,SAM16,"Tasha, debilitada financieramente, vuelve a los viejos hábitos cuando comienza a reclutar soldados para su nuevo imperio. Tariq engaña a Vincent para cumplir con sus demandas de drogas. Proctor advierte a Tommy sobre un soplón mientras los federales lo presionan para informarles sobre Tommy Egan. El Fantasma planea acabar con el soplón en sus propios términos.",Drama
309,Power,Power: El hombre de adentro,Temporada 6,6,SAM16,"Después de ser engañado por Tariq con drogas falsificadas, Vincent retiene a Tariq como rehén. El Fantasma y Tommy hacen una tregua temporal, formando una peligrosa alianza para enfrentarse a un enemigo común. Tasha acepta dejar de lado sus diferencias y recurre a un extraño aliado en busca de ayuda.",Drama
310,Power,"Power: De tal padre, tal hijo",Temporada 6,7,SAM16,"Ahora que la familia St. Patrick logró unirse, el Fantasma y Tasha se preguntan cómo criar adecuadamente a Tariq. Tommy le da una lección a Tariq. Tate es atrapado con los pantalones abajo, poniendo en peligro su campaña política. LaKeisha crea  nuevos enemigos dentro de la organización de drogas de Tommy. Y la presión aumenta cuando Jason le pide al Fantasma y a Tommy que trabajen juntos.",Drama
311,Power,Power: Trata con el diablo,Temporada 6,8,SAM16,Los federales acosan a Tommy e infringen las reglas para asustar a LaKeisha para que coopere. El Fantasma interrumpe una relación con un aliado después de enterarse de que su posición se ve comprometida con la policía. Tasha enfrenta a un soplón que asesta muy cerca de casa.,Drama
312,Power,Power: Tierra quemada,Temporada 6,9,SAM16,"Mientras el Fantasma y Tommy avanzan con su plan para matar a Jason Micic, Tommy implementa un plan propio. Dre usa una artimaña ingeniosamente diseñada para obligar a la organización de Tommy a rebelarse contra él. Tommy recibe su merecido cuando se enfrenta a una batalla por su supervivencia contra los parientes de una de sus víctimas.",Drama
313,Power,Power: Nadie puede detenerme,Temporada 6,10,SAM16,"El Fantasma tiene el mejor día de todos, está en la cima del mundo. Mientras tanto, los federales trabajan intensamente para demostrar que James St. Patrick es culpable del asesinato de Terry Silver. Pero un movimiento político del Fantasma desencadena el resentimiento de muchos de sus enemigos.",Drama
314,Power,Power: Aún Dre,Temporada 6,11,SAM16,"Después de ser engañado por el Fantasma por el asesinato de Jason Micic, Dre (sin ningún lugar a donde ir) planea salir de Nueva York. Pero primero debe ocuparse de unos asuntos pendientes.",Drama
315,Power,Power: Él siempre gana,Temporada 6,12,SAM16,"Paz, aún en duelo por la muerte de Ángela, busca aliados en el intento por hacer justicia o por vengarse. Forma una alianza con el fiscal estadounidense Warner. Juntos traman un tortuoso plan para arrestar a James St. Patrick por el asesinato de Ángela Valdés. Pero las cosas no salen como las planearon.",Drama
316,Power,Power: Todo es tu culpa,Temporada 6,13,SAM16,"Tommy está cerca de vengar el asesinato de LaKeisha y resolver sus últimas cuentas. Elisa Marie toma la memoria USB que le dio su padre e investiga lo que hay en la memoria. Después de que Tommy se entera de que la grabación aún existe, recapitula en su misión por matar al Fantasma. Tommy debe destruir la evidencia y podría necesitar la ayuda del Fantasma para recuperarla.",Drama
317,Power,Power: Cambio de suerte,Temporada 6,14,SAM16,La tensión aumenta cuando Tate le pide a Dre que mate al Fantasma. El odio obsesivo de Tate hacia St. Patrick lo motiva a mentir sobre el Fantasma durante un interrogatorio federal. Los federales están a un paso de condenar a St. Patrick por el asesinato de Silver.,Drama
318,Power,Power: Justo como lo planeamos,Temporada 6,15,SAM16,"El anuncio del Fantasma como Vicegobernador, le da una sólida victoria y lo acerca un paso más a un mundo totalmente legítimo. Pero pronto descubre que uno de sus muchos enemigos lleva a cabo un plan que cambia su vida para siempre.",Drama
319,Power,Power: Universo Power,Temporada 6,16,SAM16,Una nueva mirada a los próximos capítulos de Power que llegan a STARZ. #PowerNuncaAcaba,"Crimen, Drama"
320,Power,Power: Avance de Kanan,Temporada 6,17,SAM16,"Prepárate para Raising Kanan, la siguiente serie del Universo Power. Próximamente 2021.","Crimen, Drama"
321,Power,Power: Universo Power,Temporada 6,18,SAM16,Echa un vistazo a lo que te espera en los próximos capítulos de Power en STARZ. #PowerNuncaAcaba,"Crimen, Drama"
322,The Royals,The Royals: Ponte de pie y hazte notar,Temporada 1,1,SAM13,"En el estreno de la serie, luego de la repentina muerte de su hermano mayor y heredero al trono, el Príncipe Liam y la Princesa Eleanor tienen dificultades con sus nuevos roles, la Reina Helena trabaja para mantener la imagen de la familia y el Rey Simon pone en duda el futuro de la monarquía.",Drama
323,The Royals,The Royals: Niños de la primavera,Temporada 1,2,SAM13,"En la fiesta anual al aire libre, el Príncipe Liam se reúne con su exnovia, Gemma. La Reina y Cyrus trabajan para impedir los deseos del Rey Simon.",Drama
324,The Royals,The Royals: Somos imágenes o simples bestias,Temporada 1,3,SAM13,"La Reina y la Princesa Eleanor lanzan desfiles de moda competitivos durante la semana de la moda de Londres, mientras que el Príncipe Liam evita por poco una catástrofe.",Drama
325,The Royals,The Royals: Tranquilo y sin demora,Temporada 1,4,SAM13,El Príncipe Liam da su primer recorrido de relaciones públicas como heredero al trono mientras la Reina Helena obliga a la Princesa Eleanor a hacer el recorrido.,Drama
326,The Royals,The Royals: Revélale su belleza a la Luna,Temporada 1,5,SAM13,"La verdadera naturaleza de los romances del Príncipe Liam, la Princesa Eleanor y la Reina Helena se aclara en el baile de máscaras anual de la Reina.",Drama
327,The Royals,The Royals: Los cabrestillos y flechas de una fortuna extravagante,Temporada 1,6,SAM13,"Durante su viaje a Mónaco, la relación del Príncipe Liam y Ophelia florece y se revela un lado diferente de la Princesa Eleanor, pero el viaje se estropea debido al escándalo y a la opinión pública.",Drama
328,The Royals,The Royals: Tu soberanía de la razón,Temporada 1,7,SAM13,El Rey toma una decisión que impacta al resto de la familia mientras Ophelia tiene dificultades con las consecuencias de las relaciones pública de Mónaco.,Drama
329,The Royals,The Royals: El gran hombre derrotado,Temporada 1,8,SAM13,Un intento de asesinato obliga a la familia real a encerrarse en la habitación de seguridad del palacio.,Drama
330,The Royals,The Royals: En mi corazón hubo una lucha,Temporada 1,9,SAM13,"Cuando alguien del pasado del Príncipe Robert los visita, el Príncipe Liam y la Princesa Eleanor deben enfrentar sus propios fantasmas.",Drama
331,The Royals,The Royals: Nuestro voluntad y destino van en sentido contrario,Temporada 1,10,SAM13,Se revelan secretos cuando el Príncipe Liam y la Princesa Eleanor investigan la muerte del Príncipe Robert y el ataque al trono.,Drama
332,The Royals,"The Royals: No, y tampoco puede llegar a buen término",Temporada 2,1,SAM13,"A raíz de la muerte del Rey Simon, la nueva monarquía del Rey Cyrus se exhibe en el partido real de polo. El Príncipe Liam busca venganza y recibe una ayuda inesperada, la Reina Helena quiere el poder.",Drama
333,The Royals,The Royals: La bienvenida es moda y ceremonia,Temporada 2,2,SAM13,"En la búsqueda de venganza del Príncipe Liam, se revela un secreto que afecta el futuro de la monarquía mientras la Princesa Eleanor reenciende una vieja llama.",Drama
334,The Royals,The Royals: Is Not This Something More Than Fantasy,Temporada 2,3,SAM13,El príncipe Liam y la princesa Eleanor hacen viajes que tienen finales inesperados. La reina Helena conoce a un nuevo rival y el rey Cyrus recibe malas noticias.,Drama
335,The Royals,The Royals: ¿Qué? ¿Esa cosa apareció de nuevo esta noche?,Temporada 2,4,SAM13,"El Príncipe Liam y la Princesa Eleanor hacen viajes que no terminan como esperaban, mientras en la casa, la Reina Helena conoce un nuevo rival y el Rey Cyrus recibe malas noticias.",Drama
336,The Royals,The Royals: El espíritu que vi,Temporada 2,5,SAM13,La nueva relación de la Princesa Eleanor causa sensación dentro y fuera del palacio mientras el Rey Cyrus utiliza una ceremonia pública para solidificar su imagen y la Reina Helena se entera de una traición.,Drama
337,The Royals,The Royals: Pon en duda la verdad para ser un mentiroso,Temporada 2,6,SAM13,Los gemelos darán una fiesta de cumpleaños en el palacio y las cosas de salen de control. La Reina Helena y el Príncipe Liam revuelven el pasado para obtener respuestas sobre el futuro.,Drama
338,The Royals,The Royals: No manches tu mente ni dejes que tu alma conspire contra tu madre,Temporada 2,7,SAM13,La Reina Helena y la Princesa Eleanor comparten juntas un tiempo afectivo inesperado mientras el Príncipe Liam investiga a Domino.,Drama
339,The Royals,The Royals: Que mis pecados sean memorables,Temporada 2,8,SAM13,Las relaciones cambian por completo cuando se cuestiona la historia familiar de The Royals.,Drama
340,The Royals,The Royals: Y entonces empezó como algo culpable,Temporada 2,9,SAM13,La incertidumbre abunda mientras preguntas sobre el asesino del Rey se convierten en el centro de atención y se pone en tela de juicio la estructura de la monarquía.,Drama
341,The Royals,The Royals: La serpiente que envenenó la vida de tu padre,Temporada 2,10,SAM13,"La Princesa Eleanor y el Príncipe Liam finalmente descubren quién asesinó al Rey Simon, mientras la Reina Helena trabaja para corregir sus errores.",Drama
342,The Royals,The Royals: Juntos en el recuerdo de lo que somos,Temporada 3,1,SAM13,"Tras la muerte del asesino del rey Simón, la familia regresa con una nueva perspectiva. Liam busca consuelo en lugares poco respetables, entretanto se descubre que el príncipe Robert está vivo, pero ¿estará bien?",Drama
343,The Royals,The Royals: Del estado natural a la eternidad,Temporada 3,2,SAM13,"La reina Helena, junto a su nuevo Lord Chamberlain, concibe un plan para comprobar la paternidad de los príncipes Liam y Eleanor. Liam comienza una nueva pero complicada relación, mientras Jasper y Eleanor miran al pasado para vislumbrar un futuro juntos.",Drama
344,The Royals,"The Royals: Sí, esa es la cuestión",Temporada 3,3,SAM13,"Aunque indispuesta, Helena se engancha con un programa de televisión real. La verdadera paternidad de Liam y Eleanor se revela en un momento en el que tanto el príncipe como la princesa están centrados en relaciones apasionadas.",Drama
345,The Royals,The Royals: La muerte de mi amado hermano,Temporada 3,4,SAM13,"Jasper y Eleanor están inmersos en su relación al mismo tiempo que Liam se ve obligado a reevaluar su último encuentro. Padeciendo un cáncer, el rey Cyrus recibe una visita de su pasado, mientras que el palacio organiza una conferencia de prensa para anunciar una noticia trascendental.",Drama
346,The Royals,The Royals: Nací para hacer lo correcto,Temporada 3,5,SAM13,"En la víspera de una aparición pública, el caos privado de la familia amenaza con hacerse público. Beck regresa al palacio con la mira puesta en Eleanor, y surge una confrontación con Jasper.",Drama
347,The Royals,"The Royals: Más que un allegado, considerado",Temporada 3,6,SAM13,"La Navidad llega al palacio - ¿o no? Al querer honrar a su padre, Liam impulsivamente dispensa a los empleados, lo que obliga a la familia a arreglárselas solos durante las festividades. Las cosas rápidamente se ponen tensas y agrias, gracias al alcohol y los celos. Un devaneo sexual de Helena tiene consecuencias inesperadas, mientras que el pasado de Jasper amenaza con deshacer su presente.",Drama
348,The Royals,The Royals: Acusación de falsedad de dos hermanos,Temporada 3,7,SAM13,"Los Royals se preparan para el People’s Gala, un fin de semana benéfico anual. Cada miembro de la familia se subasta para caridad, lo que da como resultado unas parejas sorpresivas, para bien o para mal. Cyrus da inicio a un plan para conservar su corona, mientras que Liam y Robert se enfrentan en un combate de boxeo cada vez más intenso y personal.",Drama
